Name,Plot,Entry,Rep,Location,Planting Date (date),Protein (1st; %),Histidine (1st; %),Serine (1st; %),Arginine (1st; %),Glycine (1st; %),Aspartic acid (1st; %),Glutamic acid (1st; %),Threonine (1st; %),Alanine (1st; %),Proline (1st; %),Cysteine (1st; %),Lysine (1st; %),Tyrosine (1st; %),Methionine (1st; %),Valine (1st; %),Isoleucine (1st; %),Leucine (1st; %),Phenylalanine (1st; %),Tryptophan (1st; %),Sample Name (1st; text)
ILL 4804 AGL,NA,84,1,"Sutherland, Canada",2016,29.2187,1.045093,1.336029,1.888491,1.09631,3.172458,4.475914,0.9868377,1.122997,1.192369,0.2333513,1.839226,0.7903629,0.2525377,1.301232,1.163264,2.010259,1.344767,0.215312,16 sut 084
ILL 4875 AGL,NA,85,1,"Rosthern, Canada",2017,27.04852,0.7719233,1.338812,1.941351,1.069169,3.105185,4.26935,1.166104,1.106392,1.108137,0.2633449,1.818167,0.8245012,0.2578394,1.335337,1.174731,1.947001,1.357254,0.2107274,ros 85 sst who
ILL 4875 AGL,NA,85,1,"Sutherland, Canada",2017,28.83248,0.9599375,1.371966,2.068791,1.087203,3.155031,4.375005,1.091533,1.144607,1.150642,0.2586827,1.832783,0.8241385,0.2542976,1.382062,1.200245,2.002546,1.381892,0.2210147,sut 85 sst who
ILL 4875 AGL,NA,85,1,"Rosthern, Canada",2016,29.1786,0.9310162,1.442638,1.99145,1.144275,3.384079,4.603456,1.042737,1.181954,1.17704,0.2672393,1.957463,0.8464354,0.281857,1.391136,1.219529,2.097139,1.412253,0.220922,16 ros 085
ILL 4875 AGL,NA,85,1,"Sutherland, Canada",2016,29.39157,0.9962323,1.4197,2.023772,1.13185,3.433786,4.645192,1.03328,1.156311,1.189476,0.2466141,1.925753,0.8486295,0.2694244,1.3758,1.213482,2.085843,1.391756,0.2170398,16 sut 085
ILL 4956 AGL,NA,86,1,"Rosthern, Canada",2017,31.35519,0.8715903,1.542168,2.480202,1.243698,3.704434,5.135322,1.288722,1.257171,1.28113,0.2894922,2.04707,0.9688232,0.2905463,1.548414,1.357686,2.27855,1.582517,0.2412684,ros 86 sst who
ILL 4956 AGL,NA,86,1,"Sutherland, Canada",2017,31.69449,1.058025,1.511508,2.424883,1.211979,3.554897,4.965071,1.16675,1.215616,1.263771,0.2821866,1.97823,0.9276569,0.2713145,1.506294,1.318584,2.210287,1.526731,0.239391,sut 86 sst who
ILL 4956 AGL,NA,86,1,"Rosthern, Canada",2016,31.5043,0.9506552,1.509247,2.183378,1.224741,3.569746,5.001771,1.109412,1.267489,1.290147,0.262609,2.061395,0.9014165,0.2981952,1.469849,1.296513,2.253324,1.508716,0.2352461,16 ros 086
ILL 4956 AGL,NA,86,1,"Sutherland, Canada",2016,32.13945,1.030991,1.507231,2.24003,1.203869,3.580885,4.990115,1.101802,1.238479,1.290711,0.264643,2.020535,0.8894731,0.2769237,1.455605,1.294924,2.222845,1.494272,0.2355619,16 sut 086
ILL 5058 AGL,NA,87,1,"Rosthern, Canada",2017,28.19389,0.8425874,1.391667,2.159726,1.132937,3.196463,4.56685,1.114042,1.199944,1.210462,0.2533979,1.854794,0.8485057,0.2533146,1.40687,1.234608,2.065133,1.438527,0.2238608,ros 87 sst who
ILL 5058 AGL,NA,87,1,"Sutherland, Canada",2017,28.83005,0.86797,1.377508,2.168031,1.129331,3.238923,4.537281,1.072247,1.128462,1.214984,0.2626245,1.81804,0.8313283,0.2594911,1.386894,1.212885,2.042663,1.409608,0.2242459,sut 87 sst who
ILL 5058 AGL,NA,87,1,"Rosthern, Canada",2016,31.34181,1.001177,1.532713,2.214182,1.233503,3.613392,4.932604,1.066222,1.342822,1.289638,0.2763139,2.041197,0.8853621,0.2822466,1.50396,1.330824,2.253996,1.530407,0.2391439,16 ros 087
ILL 5058 AGL,NA,87,1,"Sutherland, Canada",2016,30.0677,1.04412,1.427928,2.060987,1.15285,3.342428,4.690023,1.01229,1.16887,1.226589,0.2435469,1.893982,0.8447782,0.2475705,1.372704,1.229282,2.093837,1.406863,0.2271043,16 sut 087
ILL 5151 AGL,NA,88,1,"Rosthern, Canada",2017,30.0945,0.8204523,1.48865,2.41371,1.196568,3.650049,4.922395,1.27133,1.195797,1.239382,0.2939152,1.940381,0.9318072,0.2843644,1.477109,1.286049,2.206518,1.523987,0.2363495,ros 88 sst who
ILL 5151 AGL,NA,88,1,"Sutherland, Canada",2017,30.36179,1.151515,1.426904,2.313579,1.146096,3.346286,4.650492,1.089037,1.184096,1.235336,0.2550425,1.8492,0.842518,0.2491576,1.425965,1.231609,2.117528,1.448916,0.2315995,sut 88 sst who
ILL 5151 AGL,NA,88,1,"Rosthern, Canada",2016,31.37647,1.034345,1.519455,2.261592,1.219946,3.707634,5.029006,1.084432,1.233414,1.256048,0.2723207,2.020447,0.9004303,0.2941806,1.47094,1.291432,2.237353,1.500782,0.2356003,16 ros 088
ILL 5151 AGL,NA,88,1,"Sutherland, Canada",2016,33.07229,1.220629,1.555238,2.410931,1.257937,3.836769,5.195971,1.145624,1.234269,1.284917,0.2725218,2.046779,0.9137149,0.2775236,1.505413,1.325275,2.296535,1.531022,0.2462497,16 sut 088
ILL 5209 AGL,NA,89,1,"Rosthern, Canada",2017,27.78284,0.7451026,1.382562,2.08696,1.108396,3.291222,4.439386,1.242625,1.107139,1.154038,0.2814947,1.832181,0.8776319,0.2686705,1.350507,1.209182,2.004386,1.403748,0.2147933,ros 89 sst who
ILL 5209 AGL,NA,89,1,"Sutherland, Canada",2017,29.28265,0.9371349,1.433738,2.169323,1.130005,3.231482,4.527905,1.062533,1.139071,1.203525,0.2747752,1.846987,0.8672059,0.2549537,1.412555,1.248964,2.066709,1.433312,0.2234097,sut 89 sst who
ILL 5209 AGL,NA,89,1,"Rosthern, Canada",2016,29.74022,0.9659508,1.443835,2.036788,1.129866,3.398662,4.680927,0.9936742,1.16651,1.217087,0.2494689,1.950269,0.8414242,0.2619857,1.387249,1.23347,2.099004,1.416083,0.2200976,16 ros 089
ILL 5209 AGL,NA,89,1,"Sutherland, Canada",2016,30.6707,1.011891,1.463163,2.077868,1.165485,3.502378,4.834548,1.056316,1.165074,1.225478,0.2568816,1.956607,0.8693603,0.2728276,1.399633,1.264306,2.146953,1.438438,0.2247004,16 sut 089
ILL 5480 AGL,NA,90,1,"Rosthern, Canada",2017,29.35101,0.8700308,1.436829,2.236749,1.176111,3.417589,4.697608,1.250096,1.19772,1.200139,0.2685024,1.913103,0.9013006,0.2718689,1.441343,1.263192,2.117326,1.475709,0.2333461,ros 90 sst who
ILL 5480 AGL,NA,90,1,"Sutherland, Canada",2017,29.64427,0.9894583,1.428208,2.191303,1.173779,3.32125,4.621671,1.123542,1.207908,1.22016,0.2647555,1.88161,0.8693144,0.2695363,1.437857,1.252459,2.111924,1.457211,0.2335049,sut 90 sst who
ILL 5480 AGL,NA,90,1,"Rosthern, Canada",2016,31.95674,1.02372,1.52308,2.218376,1.253035,3.636162,4.968242,1.105416,1.358138,1.318124,0.2666395,2.037983,0.8986728,0.278185,1.500808,1.329725,2.275432,1.52927,0.2501218,16 ros 090
ILL 5480 AGL,NA,90,1,"Sutherland, Canada",2016,31.82928,1.118619,1.498698,2.205106,1.222589,3.572539,4.925412,1.083654,1.277024,1.296303,0.2559219,1.990504,0.8811467,0.2663997,1.463484,1.295631,2.236679,1.499626,0.2431335,16 sut 090
ILL 5639 AGL,NA,91,1,"Rosthern, Canada",2017,25.69231,0.7769027,1.253337,1.861192,0.9930489,2.958048,4.118534,1.050218,1.032624,1.117303,0.2302495,1.705441,0.7534153,0.2430771,1.241948,1.117005,1.862356,1.302746,0.193503,ros 91 sst who
ILL 5639 AGL,NA,91,1,"Sutherland, Canada",2017,27.36218,0.8998663,1.308822,1.973321,1.032053,3.035328,4.298242,0.9852279,1.087816,1.163947,0.2315567,1.761338,0.7770982,0.2464006,1.316856,1.16805,1.945367,1.345444,0.2021004,sut 91 sst who
ILL 5639 AGL,NA,91,1,"Rosthern, Canada",2016,28.17368,0.9113857,1.354549,1.921455,1.049188,3.197132,4.373263,0.9532276,1.103049,1.179706,0.2354212,1.845923,0.7814703,0.24642,1.300729,1.154081,1.97639,1.344883,0.2080104,16 ros 091
ILL 5639 AGL,NA,91,1,"Sutherland, Canada",2016,29.01031,1.036391,1.358067,1.943808,1.06593,3.201457,4.496328,0.9239246,1.111832,1.198299,0.2223646,1.824478,0.7710572,0.246345,1.305357,1.1763,2.01501,1.349692,0.2090322,16 sut 091
ILL 5722 AGL,NA,92,1,"Rosthern, Canada",2017,28.92455,0.8127463,1.446116,2.33801,1.121304,3.353654,4.712328,1.181988,1.1776,1.202585,0.2664307,1.897155,0.8660264,0.245822,1.440564,1.252882,2.12307,1.488496,0.2195953,ros 92 sst who
ILL 5722 AGL,NA,92,1,"Sutherland, Canada",2017,26.83748,0.8095079,1.323952,2.086712,1.024092,2.939291,4.199052,0.9838753,1.089101,1.141113,0.2636838,1.727357,0.7926545,0.2231578,1.325729,1.157383,1.933749,1.363993,0.2042019,sut 92 sst who
ILL 5722 AGL,NA,92,1,"Rosthern, Canada",2016,30.55993,1.029321,1.485582,2.210195,1.150612,3.467382,4.830227,1.022893,1.189074,1.239585,0.25495,1.982166,0.8582475,0.2520074,1.42974,1.253352,2.153127,1.45811,0.2255139,16 ros 092
ILL 5722 AGL,NA,92,1,"Sutherland, Canada",2016,30.53863,1.122447,1.450701,2.185509,1.149312,3.427894,4.826093,1.021517,1.146217,1.220686,0.2470472,1.917695,0.8457907,0.242857,1.388345,1.230613,2.127608,1.427481,0.2235093,16 sut 092
ILL 5883 AGL,NA,93,1,"Rosthern, Canada",2017,29.52557,0.8168007,1.485674,2.34195,1.165835,3.500098,4.827797,1.245201,1.171422,1.22791,0.2826568,1.931484,0.9218349,0.2683684,1.462993,1.309621,2.163496,1.520458,0.2205063,ros 93 sst who
ILL 5883 AGL,NA,93,1,"Sutherland, Canada",2017,29.85935,0.9897559,1.461077,2.319181,1.122146,3.312888,4.677024,1.116662,1.13761,1.206306,0.2661487,1.881064,0.8729941,0.2428364,1.427716,1.260938,2.095888,1.466448,0.2228298,sut 93 sst who
ILL 5883 AGL,NA,93,1,"Rosthern, Canada",2016,30.05417,0.979753,1.458951,2.13914,1.128543,3.463801,4.778214,0.9934772,1.165972,1.236271,0.2512886,1.941571,0.8458735,0.2604334,1.392269,1.251733,2.128627,1.442045,0.216316,16 ros 093
ILL 5883 AGL,NA,93,1,"Sutherland, Canada",2016,32.49846,1.163339,1.549862,2.348518,1.19606,3.624731,5.126497,1.059331,1.201622,1.292212,0.2526081,2.012272,0.8808571,0.2461107,1.468529,1.330664,2.258064,1.526087,0.228377,16 sut 093
ILL 5888 AGL,NA,94,1,"Rosthern, Canada",2017,26.11932,0.8558115,1.252795,1.916527,1.034405,2.948726,4.071485,1.126873,1.06613,1.110586,0.2478518,1.698181,0.7965073,0.2422003,1.265007,1.119102,1.861254,1.305988,0.2034993,ros 94 sst who
ILL 5888 AGL,NA,94,1,"Sutherland, Canada",2017,26.61549,0.9640644,1.245187,1.852879,1.028882,2.870067,3.987248,1.015748,1.06703,1.121799,0.248039,1.68043,0.775584,0.2426058,1.252685,1.105152,1.842833,1.278546,0.2028257,sut 94 sst who
ILL 5888 AGL,NA,94,1,"Rosthern, Canada",2016,26.64997,0.8995155,1.262961,1.726786,1.023125,2.992154,4.058066,0.9387953,1.059826,1.128796,0.232247,1.749412,0.7533897,0.2460111,1.228823,1.083106,1.855466,1.257021,0.2030029,16 ros 094
ILL 5888 AGL,NA,94,1,"Sutherland, Canada",2016,25.99511,0.9442089,1.224989,1.624735,0.9979737,2.853576,3.937983,0.9037871,0.9969133,1.095338,0.228129,1.67825,0.7247356,0.2324649,1.181743,1.066272,1.805322,1.223246,0.1937436,16 sut 094
ILL 5945 AGL,NA,95,1,"Rosthern, Canada",2017,29.03778,0.8960806,1.418531,2.264632,1.146033,3.363253,4.610717,1.225953,1.133605,1.171575,0.2555715,1.828443,0.8806192,0.2629983,1.404938,1.21377,2.085218,1.435962,0.2297183,ros 95 sst who
ILL 5945 AGL,NA,95,1,"Sutherland, Canada",2017,28.17075,0.9186335,1.351277,2.106807,1.091058,3.174725,4.374262,1.048986,1.141463,1.174928,0.249145,1.767521,0.8264126,0.2528382,1.353588,1.169142,2.00361,1.367481,0.2226775,sut 95 sst who
ILL 5945 AGL,NA,95,1,"Rosthern, Canada",2016,30.50277,1.076221,1.476609,2.189546,1.171576,3.622692,4.824111,1.050128,1.200283,1.212945,0.2544833,1.95297,0.8596658,0.2772546,1.428763,1.245836,2.144786,1.440662,0.2331489,16 ros 095
ILL 5945 AGL,NA,95,1,"Sutherland, Canada",2016,31.72287,1.115517,1.505132,2.242599,1.221183,3.701962,4.984073,1.094452,1.214173,1.237987,0.256273,1.976068,0.869366,0.2754802,1.475802,1.289258,2.227693,1.474865,0.2456872,16 sut 095
ILL 6002 AGL,NA,96,1,"Rosthern, Canada",2017,29.07845,0.8245493,1.437954,2.278615,1.157976,3.367038,4.708445,1.221616,1.166094,1.204976,0.2753692,1.908802,0.8857687,0.2617796,1.437358,1.264212,2.113136,1.484323,0.2291436,ros 96 sst who
ILL 6002 AGL,NA,96,1,"Sutherland, Canada",2017,30.21171,0.9139595,1.466063,2.315718,1.174524,3.381874,4.731527,1.156687,1.177311,1.222686,0.2781871,1.915981,0.8822324,0.2579018,1.466661,1.278848,2.134227,1.486306,0.2359898,sut 96 sst who
ILL 6002 AGL,NA,96,1,"Rosthern, Canada",2016,30.3573,0.9791703,1.466475,2.13592,1.193295,3.482139,4.785209,1.098893,1.214749,1.23139,0.261473,1.968736,0.8719853,0.2879512,1.423879,1.251408,2.162386,1.460416,0.2274955,16 ros 096
ILL 6002 AGL,NA,96,1,"Sutherland, Canada",2016,31.19047,1.005234,1.491416,2.196837,1.190522,3.478225,4.931106,1.074274,1.189598,1.264417,0.2497262,1.983257,0.8620255,0.2534738,1.444581,1.291898,2.2027,1.491058,0.2298445,16 sut 096
ILL 618 AGL,NA,97,1,"Rosthern, Canada",2017,27.63622,0.7187248,1.349716,2.033157,1.084361,3.338442,4.404488,1.167813,1.12908,1.149588,0.2765875,1.818913,0.8353096,0.2772184,1.353938,1.195261,1.991408,1.373822,0.219528,ros 97 sst who
ILL 618 AGL,NA,97,1,"Sutherland, Canada",2017,30.1511,0.9522672,1.399033,2.202615,1.087809,3.317591,4.578835,1.125378,1.157094,1.195202,0.2651064,1.87699,0.8415638,0.254255,1.409986,1.232378,2.061637,1.418482,0.2290422,sut 97 sst who
ILL 618 AGL,NA,97,1,"Rosthern, Canada",2016,31.48115,0.9937842,1.497543,2.185588,1.198098,3.664596,4.877789,1.1087,1.271153,1.275773,0.2733182,2.026385,0.8893824,0.2855683,1.454934,1.277588,2.195733,1.464952,0.2412118,16 ros 097
ILL 618 AGL,NA,97,1,"Sutherland, Canada",2016,30.61214,1.08055,1.447431,2.063519,1.155092,3.470973,4.729489,1.029031,1.184368,1.227112,0.2535099,1.949768,0.849405,0.2638735,1.399582,1.237025,2.121339,1.413515,0.2309273,16 sut 097
ILL 6182 AGL,NA,98,1,"Rosthern, Canada",2017,29.0452,0.8877575,1.40125,2.22533,1.13192,3.385698,4.615175,1.214935,1.159639,1.174897,0.2688014,1.868315,0.8668053,0.2607549,1.41071,1.232473,2.073196,1.445944,0.2248829,ros 98 sst who
ILL 6182 AGL,NA,98,1,"Sutherland, Canada",2017,29.52719,0.9916451,1.400189,2.199464,1.114816,3.271503,4.611019,1.086642,1.14627,1.191833,0.252611,1.863176,0.8469759,0.2498336,1.415174,1.233431,2.074479,1.438175,0.2239634,sut 98 sst who
ILL 6182 AGL,NA,98,1,"Rosthern, Canada",2016,31.50759,1.145532,1.469351,2.224216,1.182675,3.550024,4.887075,1.043515,1.220459,1.249956,0.2544976,1.967025,0.8934997,0.2722971,1.446743,1.268718,2.186593,1.46641,0.2325013,16 ros 098
ILL 6182 AGL,NA,98,1,"Sutherland, Canada",2016,31.42526,1.153827,1.481537,2.201246,1.176665,3.512102,4.874222,1.066255,1.183543,1.240823,0.2518979,1.955881,0.8561242,0.2453292,1.426061,1.273546,2.17039,1.465891,0.229811,16 sut 098
ILL 6211 AGL,NA,99,1,"Rosthern, Canada",2017,28.22573,0.7996315,1.389134,2.167146,1.141551,3.257132,4.545176,1.204729,1.151499,1.2009,0.2625892,1.855336,0.8578857,0.2643635,1.391554,1.225747,2.055134,1.433703,0.224168,ros 99 sst who
ILL 6211 AGL,NA,99,1,"Sutherland, Canada",2017,28.1068,0.8376728,1.352488,2.088095,1.082283,3.037631,4.342519,1.060027,1.108758,1.172648,0.2585055,1.787138,0.8341862,0.2466891,1.361594,1.191916,1.979571,1.380472,0.2185922,sut 99 sst who
ILL 6211 AGL,NA,99,1,"Rosthern, Canada",2016,30.91414,0.9733498,1.467842,2.181662,1.19791,3.502084,4.92431,1.036203,1.242429,1.272901,0.2566626,2.002841,0.8969096,0.2792318,1.46322,1.287153,2.206421,1.479696,0.2307407,16 ros 099
ILL 6211 AGL,NA,99,1,"Sutherland, Canada",2016,31.79897,1.144074,1.496884,2.239511,1.213267,3.563267,4.949181,1.07924,1.229134,1.276617,0.254355,1.994714,0.8872669,0.2591102,1.459233,1.293784,2.209428,1.484008,0.2379194,16 sut 099
ILL 624 AGL,NA,100,1,"Rosthern, Canada",2017,29.09567,0.8597466,1.395058,2.247419,1.121336,3.388805,4.628104,1.20543,1.17121,1.184214,0.269392,1.875221,0.8651334,0.2592678,1.414608,1.225811,2.072253,1.444553,0.2263711,ros 100 sst who
ILL 624 AGL,NA,100,1,"Sutherland, Canada",2017,28.90047,0.9228361,1.340738,2.110788,1.08883,3.250227,4.45599,1.103026,1.131892,1.170769,0.254223,1.817723,0.8142119,0.2537909,1.354441,1.17495,2.003002,1.376057,0.2233979,sut 100 sst who
ILL 624 AGL,NA,100,1,"Rosthern, Canada",2016,30.47408,1.051565,1.431023,2.125988,1.152677,3.445934,4.755869,1.013439,1.21018,1.233984,0.2540813,1.94561,0.8685697,0.268699,1.419907,1.23612,2.147053,1.43699,0.2301321,16 ros 100
ILL 624 AGL,NA,100,1,"Sutherland, Canada",2016,28.97364,1.051662,1.342314,1.933189,1.077365,3.230123,4.496716,0.942752,1.108806,1.177961,0.228872,1.836823,0.7814775,0.2444782,1.307051,1.159189,2.009171,1.34189,0.2149897,16 sut 100
ILL 6821 AGL,NA,101,1,"Rosthern, Canada",2017,28.52164,0.7770151,1.43276,2.179791,1.11504,3.361575,4.613937,1.189049,1.151838,1.170541,0.2718756,1.903063,0.8698728,0.2605246,1.423051,1.255896,2.078887,1.458786,0.2189763,ros 101 sst who
ILL 6821 AGL,NA,101,1,"Sutherland, Canada",2017,25.0801,0.765872,1.248,1.757047,0.9824848,2.707139,3.866263,0.9392457,1.006935,1.065266,0.2478953,1.654196,0.7465913,0.2284978,1.233722,1.090217,1.791975,1.261455,0.1946004,sut 101 sst who
ILL 6821 AGL,NA,101,1,"Rosthern, Canada",2016,28.75162,0.853795,1.400735,1.980116,1.108546,3.375367,4.557896,0.9983417,1.118391,1.183937,0.2634476,1.881824,0.820241,0.2801484,1.334529,1.190586,2.039653,1.378364,0.2133291,16 ros 101
ILL 6821 AGL,NA,101,1,"Sutherland, Canada",2016,29.90448,0.9358484,1.462077,2.082904,1.144935,3.457469,4.820366,1.027841,1.142759,1.207613,0.2496223,1.948559,0.8342963,0.2591868,1.408887,1.262815,2.147673,1.446524,0.2214274,16 sut 101
ILL 6853 AGL,NA,102,1,"Rosthern, Canada",2017,28.64683,0.8350779,1.405674,2.208482,1.139325,3.317094,4.644238,1.219619,1.147324,1.188631,0.269327,1.871201,0.8900191,0.2655643,1.405147,1.240443,2.070274,1.448195,0.2261145,ros 102 sst who
ILL 6853 AGL,NA,102,1,"Sutherland, Canada",2017,29.01345,1.020824,1.356283,2.159246,1.082747,3.11393,4.455258,1.050406,1.11616,1.185543,0.2533967,1.799277,0.8368232,0.2397922,1.363872,1.200043,2.002579,1.395311,0.2197337,sut 102 sst who
ILL 6853 AGL,NA,102,1,"Rosthern, Canada",2016,28.61637,0.8388626,1.389449,1.958207,1.117358,3.26289,4.554435,1.012401,1.136539,1.188051,0.2619025,1.891566,0.8475492,0.2776274,1.345972,1.194222,2.04254,1.38277,0.2152431,16 ros 102
ILL 6853 AGL,NA,102,1,"Sutherland, Canada",2016,29.79382,0.9492518,1.386937,1.980426,1.120512,3.242758,4.619256,1.023864,1.145882,1.225039,0.24151,1.872293,0.8195176,0.2510622,1.336902,1.205485,2.061467,1.384437,0.2219188,16 sut 102
ILL 7089 AGL,NA,103,1,"Rosthern, Canada",2017,28.43982,0.7665703,1.452761,2.202744,1.144251,3.411288,4.601031,1.209328,1.160398,1.167125,0.2940408,1.882821,0.8894328,0.2722841,1.430378,1.268237,2.085349,1.466328,0.2269929,ros 103 sst who
ILL 7089 AGL,NA,103,1,"Sutherland, Canada",2017,29.59331,1.033121,1.407287,2.212292,1.101009,3.280464,4.528813,1.074518,1.116467,1.184753,0.2678732,1.833016,0.8572592,0.2538146,1.393902,1.229461,2.047079,1.417818,0.2211471,sut 103 sst who
ILL 7089 AGL,NA,103,1,"Rosthern, Canada",2016,31.10076,1.003386,1.490141,2.239384,1.172083,3.641659,4.863588,1.049324,1.232909,1.262609,0.2791165,1.991452,0.8756869,0.2926704,1.449508,1.279855,2.192347,1.481098,0.2300007,16 ros 103
ILL 7089 AGL,NA,103,1,"Sutherland, Canada",2016,29.84804,1.065448,1.41729,2.039685,1.135553,3.357424,4.607777,1.007832,1.153001,1.195141,0.2589122,1.885632,0.8412735,0.2663488,1.367478,1.21645,2.073619,1.39415,0.225634,16 sut 103
ILL 7558 AGL,NA,104,1,"Rosthern, Canada",2017,27.30103,0.7752205,1.341461,2.11148,1.085828,3.175356,4.427973,1.155943,1.109298,1.177356,0.2559139,1.799797,0.8525237,0.2588171,1.35094,1.197694,2.003124,1.404773,0.2107244,ros 104 sst who
ILL 7558 AGL,NA,104,1,"Sutherland, Canada",2017,28.41901,0.9456944,1.356009,2.105422,1.078904,3.103971,4.391571,1.061972,1.119913,1.17223,0.2551934,1.806158,0.8433772,0.2486793,1.358303,1.192373,2.001977,1.390151,0.2186501,sut 104 sst who
ILL 7558 AGL,NA,104,1,"Rosthern, Canada",2016,28.88976,0.9531555,1.381418,1.995228,1.104333,3.249679,4.495997,1.00515,1.12765,1.190578,0.2528335,1.866979,0.8280486,0.2692221,1.340139,1.187255,2.034136,1.377002,0.2148637,16 ros 104
ILL 7558 AGL,NA,104,1,"Sutherland, Canada",2016,28.54685,0.9970137,1.344344,1.928021,1.078208,3.133766,4.351283,0.9506127,1.112456,1.187806,0.244354,1.802179,0.793881,0.2481467,1.296413,1.160433,1.980088,1.339617,0.2137147,16 sut 104
ILL 7663 AGL,NA,105,1,"Rosthern, Canada",2017,30.19256,0.8837407,1.507883,2.365989,1.196124,3.554245,4.910497,1.239211,1.259546,1.239957,0.2802787,1.974753,0.9574198,0.2778684,1.502036,1.325531,2.202657,1.535514,0.2365029,ros 105 sst who
ILL 7663 AGL,NA,105,1,"Sutherland, Canada",2017,29.86473,1.087656,1.403576,2.246649,1.123151,3.2647,4.525626,1.117359,1.140023,1.197854,0.2686799,1.835797,0.8639318,0.250836,1.389089,1.219,2.0467,1.422119,0.2275081,sut 105 sst who
ILL 7663 AGL,NA,105,1,"Rosthern, Canada",2016,29.90398,1.078639,1.444342,2.082133,1.159976,3.421283,4.675198,1.015831,1.18023,1.212897,0.2646361,1.915771,0.8591174,0.2796415,1.379895,1.219367,2.105088,1.41916,0.2255001,16 ros 105
ILL 7663 AGL,NA,105,1,"Sutherland, Canada",2016,29.95387,1.115318,1.410153,2.053764,1.12845,3.292656,4.596614,1.019988,1.126059,1.211274,0.2423952,1.885933,0.8228483,0.2435089,1.356293,1.213751,2.073596,1.40213,0.2192688,16 sut 105
ILL 7668 AGL,NA,106,1,"Rosthern, Canada",2017,31.03353,1.254592,1.454887,2.450946,1.174273,3.450321,4.776134,1.237479,1.173247,1.216594,0.2599067,1.877885,0.902081,0.2426675,1.447386,1.259195,2.144277,1.489359,0.2351,ros 106 sst who
ILL 7668 AGL,NA,106,1,"Sutherland, Canada",2017,31.11431,1.301479,1.420934,2.394897,1.146289,3.358685,4.645165,1.10805,1.18399,1.239358,0.2547618,1.836035,0.8655285,0.2412052,1.420202,1.234557,2.110739,1.451565,0.231299,sut 106 sst who
ILL 7668 AGL,NA,106,1,"Rosthern, Canada",2016,31.49984,1.1771,1.484626,2.243597,1.189083,3.595384,4.874949,1.074637,1.191371,1.244787,0.2669183,1.961518,0.8763632,0.2769477,1.434515,1.266038,2.186035,1.467841,0.2313008,16 ros 106
ILL 7668 AGL,NA,106,1,"Sutherland, Canada",2016,30.80885,1.240703,1.417562,2.125715,1.160969,3.402886,4.725177,1.034588,1.14803,1.216063,0.2402605,1.883538,0.8377556,0.2494127,1.38053,1.224573,2.114838,1.408908,0.2289959,16 sut 106
ILL 7716 AGL,NA,107,1,"Rosthern, Canada",2017,26.0401,0.7272875,1.268239,1.904707,1.052653,2.974458,4.10669,1.13432,1.05325,1.120657,0.2567345,1.727173,0.791095,0.2520855,1.271383,1.130981,1.878608,1.322234,0.2044144,ros 107 sst who
ILL 7716 AGL,NA,107,1,"Sutherland, Canada",2017,29.36709,0.9496033,1.409172,2.190419,1.134474,3.280466,4.586453,1.105942,1.171266,1.203496,0.2675448,1.883497,0.8543957,0.2628105,1.421597,1.2384,2.078196,1.445665,0.2276144,sut 107 sst who
ILL 7716 AGL,NA,107,1,"Rosthern, Canada",2016,29.43587,0.8664403,1.44902,2.082401,1.179428,3.411547,4.534963,0.9917856,1.340369,1.27542,0.2932297,1.921681,0.805871,0.2656116,1.405796,1.264463,2.117446,1.456764,0.2270149,16 ros 107
ILL 7716 AGL,NA,107,1,"Sutherland, Canada",2016,29.45441,0.9660866,1.387468,1.994504,1.115519,3.248564,4.564244,1.018279,1.153482,1.223232,0.2391947,1.894404,0.7974918,0.2493228,1.353056,1.203184,2.067115,1.396724,0.217334,16 sut 107
ILL 7747 AGL,NA,108,1,"Rosthern, Canada",2017,28.21842,0.7780319,1.389941,2.157735,1.127765,3.317386,4.569175,1.185332,1.151569,1.163409,0.2704894,1.848669,0.8602369,0.2539932,1.403281,1.224685,2.055545,1.435815,0.2209139,ros 108 sst who
ILL 7747 AGL,NA,108,1,"Sutherland, Canada",2017,30.65327,0.9941227,1.459331,2.362943,1.173255,3.428514,4.819861,1.16889,1.195679,1.232635,0.2701687,1.917137,0.8924811,0.2535684,1.471421,1.276352,2.161177,1.491954,0.2338418,sut 108 sst who
ILL 7747 AGL,NA,108,1,"Rosthern, Canada",2016,29.96056,0.900286,1.447451,2.093109,1.180704,3.428908,4.80754,1.049175,1.202382,1.226967,0.2588933,1.953739,0.8759489,0.2772178,1.425728,1.253968,2.160246,1.451615,0.2265439,16 ros 108
